C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
571 |* ome Cas                          |SB*|01 56 00.0283006680 +68 41 06.863913852|     ~   |4.874    |4.968    |     ~   |     ~   |B5III                |  94 |   0
572 |HD 16769                           |SB*|02 44 49.6970326656 +67 49 28.672325868|     ~   |6.059    |5.945    |     ~   |     ~   |A5III                |  75 |   0
573 |HD 16024                           |*  |02 37 36.0690716208 +65 44 43.209496752|     ~   |7.334    |5.781    |     ~   |     ~   |K5III                |  30 |   0
574 |HD 17706                           |** |02 53 40.4905315272 +64 27 07.142055444|     ~   |6.312    |6.408    |7.60     |     ~   |B5IV                 |  35 |   0
575 |HD 17958                           |s*r|02 56 24.6504296280 +64 19 56.795518488|     ~   |8.176    |6.167    |     ~   |     ~   |K3Ib                 |  63 |   0
576 |HD 19439                           |PM*|03 11 00.7368278328 +64 53 46.552116912|     ~   |6.65     |6.50     |     ~   |     ~   |A4V                  |  20 |   0
577 |HD 19065                           |*  |03 07 18.9785125632 +64 03 27.478027080|     ~   |5.859    |5.877    |     ~   |     ~   |B9V                  |  55 |   0
578 |HD 19243                           |Be*|03 08 54.1761981696 +62 23 04.549808184|7.778    |6.719    |6.498    |     ~   |     ~   |B1V:e                | 101 |   0
579 |HD 21203                           |** |03 28 23.5907463 +60 15 20.430905      |     ~   |6.51     |6.49     |     ~   |     ~   |B9V                  |  62 |   0
580 |HD 21291                           |s*b|03 29 04.1328896160 +59 56 25.201164588|4.40     |4.63     |4.22     |3.84     |3.46     |B9Ia                 | 296 |   0
581 |HD 22764                           |*  |03 42 42.7369929720 +59 58 09.802899408|9.32     |7.54     |5.78     |4.46     |3.44     |K3.5IIIb+G           |  60 |   0
582 |HD 24141                           |SB*|03 53 43.2862495392 +57 58 30.526296888|7.92     |5.967    |5.786    |     ~   |     ~   |kA3hF0mF0            |  82 |   0
583 |HD 23594                           |*  |03 49 19.7584379040 +57 07 05.764401480|8.432    |6.502    |6.448    |     ~   |     ~   |B9V                  |  43 |   0
584 |HD 25948                           |PM*|04 09 22.2333136848 +54 49 43.912550280|6.670    |6.670    |6.260    |     ~   |     ~   |F5V                  |  42 |   0
585 |HD 25602                           |PM*|04 06 36.6296933160 +54 00 31.203537012|9.752    |7.295    |6.302    |     ~   |     ~   |G8IV                 |  53 |   0
586 |HD 26764                           |*  |04 16 43.0917102168 +53 36 42.480779580|     ~   |5.231    |5.187    |     ~   |5.15     |A2Vn                 |  54 |   0
587 |NGC 1528                           |OpC|04 15 30.7 +51 13 05                   |     ~   |6.83     |6.4      |     ~   |     ~   |~                    | 122 |   0
588 |* b02 Per                          |*  |04 20 11.5125754224 +50 55 15.365023320|4.78     |5.507    |5.545    |     ~   |     ~   |B1.5IV               |  97 |   0
589 |HD 27084                           |PM*|04 19 13.2132944256 +50 02 55.350197772|     ~   |5.67     |5.40     |     ~   |5.23     |A7IV                 |  58 |   0
590 |NGC 1545                           |OpC|04 20 48.5 +50 13 16                   |     ~   |7.2      |6.2      |     ~   |     ~   |~                    | 113 |   0
591 |* b Per                            |SB*|04 18 14.6214589094 +50 17 43.775037161|     ~   |4.639    |4.594    |     ~   |4.44     |A1III                | 161 |   0
592 |* 59 Per                           |PM*|04 42 54.3364299960 +43 21 54.432760320|     ~   |5.319    |5.298    |     ~   |     ~   |A1Vn                 |  55 |   0
593 |HD 179958                          |PM*|19 12 05.0254435095 +49 51 20.695487091|     ~   |7.12     |6.47     |6.1      |     ~   |G2V                  | 140 |   0
594 |HD 180756                          |Er*|19 15 19.1766933456 +50 04 16.037520816|7.850    |7.240    |6.310    |7.18     |     ~   |G8III                |  37 |   0
595 |HD 181597                          |*  |19 18 37.8718847472 +49 34 10.037944416|     ~   |7.442    |6.317    |     ~   |     ~   |K1III                |  62 |   0
596 |* iot01 Cyg                        |*  |19 27 25.9593028584 +52 19 13.577767572|     ~   |5.75     |5.75     |     ~   |     ~   |A1V                  |  37 |   0
597 |* iot Cyg                          |PM*|19 29 42.3582272955 +51 43 47.200519388|     ~   |3.899    |3.755    |     ~   |     ~   |A5V                  | 140 |   0
598 |V* V1817 Cyg                       |RS*|19 31 13.5541126104 +55 43 54.606543600|     ~   |7.489    |6.369    |     ~   |     ~   |K2II-III+A0V         | 151 |   0
599 |V* V1351 Cyg                       |LP*|19 42 04.1469995832 +55 27 47.597570424|9.65     |8.09     |6.48     |     ~   |     ~   |M5III                |  51 |   0
600 |HD 189127                          |PM*|19 55 22.0658652720 +58 15 00.691287120|     ~   |7.119    |6.100    |     ~   |     ~   |G9III                |  25 |   0
601 |HD 186760                          |PM*|19 43 14.4186159816 +58 00 59.821870032|     ~   |6.871    |6.295    |     ~   |     ~   |G0V                  |  76 |   0
602 |HD 186815                          |*  |19 43 39.4962813072 +57 02 33.777357000|     ~   |7.179    |6.282    |     ~   |     ~   |K2III                |  38 |   0
603 |* 23 Cyg                           |** |19 53 17.3781586824 +57 31 24.506900436|     ~   |5.001    |5.132    |     ~   |     ~   |B5V                  |  96 |   0
604 |HD 188793                          |PM*|19 53 35.4285483408 +59 42 31.169293848|     ~   |6.084    |6.058    |     ~   |     ~   |A3V                  |  33 |   0
605 |HD 189276                          |*  |19 55 55.3786911120 +58 50 45.487067280|8.47     |6.51     |4.96     |3.56     |2.92     |K4.5IIIa             |  82 |   0
606 |HD 191174                          |*  |20 04 44.5183826496 +63 53 24.737299800|     ~   |6.337    |6.284    |7.43     |     ~   |A3V                  |  30 |   0
607 |* 71 Dra                           |SB*|20 19 36.7272071568 +62 15 26.797556412|     ~   |5.660    |5.709    |     ~   |     ~   |B9V                  |  80 |   0
608 |* 66 Dra                           |PM*|20 05 32.8779525960 +61 59 43.513091952|     ~   |6.600    |5.408    |     ~   |     ~   |K3III                |  82 |   0
609 |* 68 Dra                           |PM*|20 11 34.8718185624 +62 04 42.771751284|     ~   |6.205    |5.700    |     ~   |     ~   |F5V                  |  73 |   0
610 |HD 194298                          |*  |20 21 11.5242408336 +63 58 48.422618040|     ~   |7.25     |5.69     |     ~   |     ~   |K5III                |  31 |   0
611 |* 4 Cep                            |*  |20 43 11.0211392808 +66 39 26.810352432|5.880    |5.810    |5.600    |     ~   |     ~   |A8V                  |  59 |   0
612 |* bet Cep                          |bC*|21 28 39.5968513 +70 33 38.574681      |2.05     |3.01     |3.23     |3.33     |3.55     |B0.5IIIs             | 739 |   0
613 |* 78 Dra                           |PM*|21 43 04.0432859016 +72 19 12.307929132|     ~   |6.234    |5.173    |     ~   |     ~   |K0-IIICN1            |  97 |   0
614 |* 80 Dra                           |*  |22 10 15.2999456976 +72 06 40.552183764|     ~   |6.297    |6.346    |     ~   |     ~   |A0VpHgSrSi           |  63 |   0
615 |HD 207636                          |*  |21 47 00.8496926808 +70 09 03.176947116|6.420    |6.440    |6.450    |     ~   |     ~   |A0V                  |  38 |   0
616 |HD 211300                          |*  |22 12 52.7643800592 +73 18 25.900104708|     ~   |7.084    |6.082    |     ~   |     ~   |G8III                |  44 |   0
617 |* 24 Cep                           |*  |22 09 48.4306626240 +72 20 28.339730448|     ~   |5.707    |4.786    |     ~   |     ~   |G7II-III             | 106 |   0
618 |* pi. Cep                          |** |23 07 53.85377 +75 23 14.9951          |5.67     |5.21     |4.41     |     ~   |     ~   |G2III                | 182 |   0
619 |* pi. Cep A                        |SB*|23 07 53.8713362280 +75 23 15.039087324|     ~   |5.57     |4.61     |     ~   |     ~   |G3III                |   9 |   0
620 |HD 219485                          |*  |23 14 37.1050796664 +74 13 52.577578380|5.850    |5.870    |5.890    |     ~   |     ~   |A0V                  |  55 |   0
621 |HD 222386                          |*  |23 39 10.1743271688 +75 17 34.373610168|     ~   |6.046    |5.946    |     ~   |     ~   |A3V                  |  29 |   0
622 |HD 223778                          |SB*|23 52 25.4091266714 +75 32 40.354906472|     ~   |7.35     |6.38     |5.8      |     ~   |K3V                  | 139 |   0
623 |HD 222387                          |SB*|23 39 21.1373683176 +74 00 09.639206568|     ~   |6.867    |5.973    |     ~   |     ~   |G8III                |  26 |   0
624 |HD 219841                          |*  |23 17 18.8982475176 +75 17 56.494582152|6.410    |6.380    |6.340    |     ~   |     ~   |A2Vs                 |  26 |   0
625 |HD 224890                          |SB*|00 01 39.4584183648 +73 36 42.647280660|     ~   |6.681    |6.492    |     ~   |     ~   |kA1hA7mF0            |  47 |   0
626 |* 23 Cas                           |SB*|00 47 46.0538925192 +74 50 51.251241300|     ~   |5.338    |5.413    |     ~   |     ~   |B8III                |  82 |   0
627 |* 21 Cas                           |SB*|00 45 39.0765692400 +74 59 17.054172672|     ~   |5.717    |5.652    |     ~   |     ~   |A2IV                 | 218 |   0
628 |* 40 Cas                           |V* |01 38 30.9179034432 +73 02 24.137576448|     ~   |6.256    |5.281    |     ~   |     ~   |G7III-IIIb           |  77 |   0
629 |Cl Collinder 463                   |OpC|01 48 07.4 +71 44 17                   |     ~   |6.29     |5.7      |     ~   |     ~   |~                    |  58 |   2
630 |* 48 Cas                           |** |02 01 57.4923122138 +70 54 25.080923232|4.76     |4.70     |4.54     |4.36     |4.28     |A3Va                 | 163 |   0
631 |* 48 Cas A                         |PM*|02 01 57.436802 +70 54 25.43225        |     ~   |4.75     |4.63     |     ~   |     ~   |A2V                  |   9 |   0
632 |* 50 Cas                           |*  |02 03 26.1084399681 +72 25 16.658815952|     ~   |3.953    |3.938    |     ~   |     ~   |A2V                  |  86 |   0
633 |V* RZ Cas                          |SB*|02 48 55.5102370536 +69 38 03.441502644|     ~   |6.40     |6.26     |     ~   |     ~   |A3V                  | 463 |   0
634 |V* SU Cas                          |cC*|02 51 58.7511911208 +68 53 18.606894036|6.92     |6.44     |5.80     |     ~   |     ~   |F5.5III+             | 435 |   1
635 |HD 20336                           |Be*|03 19 59.2693390128 +65 39 08.285606820|3.93     |4.70     |4.85     |4.88     |5.01     |B2.5Vn(e)            | 223 |   0
636 |V* CQ Cam                          |LP*|03 24 40.5567179496 +64 35 09.579866928|9.53     |7.24     |5.19     |3.61     |2.38     |M0II                 |  86 |   0
637 |HD 23523                           |** |03 49 36.5859186816 +63 17 49.051788468|     ~   |6.006    |5.817    |     ~   |     ~   |A5Vn                 |  51 |   0
638 |HD 24479                           |Be*|03 57 25.4445994728 +63 04 20.149755960|4.78     |4.94     |5.04     |4.97     |5.05     |B9IV                 |  87 |   0
639 |HD 23089                           |** |03 46 02.3314926384 +63 20 42.211540464|     ~   |5.559    |4.810    |     ~   |     ~   |G2Ib/II+B7III/IV     |  88 |   0
640 |V* BD Cam                          |Sy*|03 42 09.3255143544 +63 13 00.468590376|8.56     |6.74     |5.11     |3.49     |2.11     |S3.5/2               | 215 |   0
641 |HD 25877                           |*  |04 09 27.5710891104 +59 54 29.052740304|     ~   |7.407    |6.295    |     ~   |     ~   |G7II                 |  61 |   0
642 |HD 25291                           |*  |04 04 27.1629402984 +59 09 19.832668272|6.10     |5.63     |5.12     |4.62     |4.24     |F0II                 | 113 |   0
643 |HD 24480                           |*  |03 57 08.2895322360 +61 06 31.986146592|     ~   |6.68     |5.05     |6.37     |     ~   |K4III                |  48 |   0
644 |HD 26553                           |*  |04 15 01.7953777872 +57 27 37.312174656|7.210    |6.680    |6.080    |     ~   |     ~   |A4III                |  46 |   0
645 |HD 26755                           |SB*|04 17 08.0935256520 +57 51 37.151263908|     ~   |6.826    |5.721    |     ~   |     ~   |K1III                |  53 |   0
646 |HD 27855                           |*  |04 27 00.8717395248 +57 35 07.105680204|6.360    |6.340    |6.290    |     ~   |     ~   |A0III                |  36 |   0
647 |HD 27322                           |*  |04 21 51.8062341936 +56 30 22.735067076|6.120    |6.030    |5.920    |     ~   |5.79     |A3V                  |  47 |   0
648 |* 1 Cam                            |** |04 32 01.84227 +53 54 39.0450          |6.41     |5.876    |5.772    |     ~   |     ~   |B0III+B0IV/V         | 107 |   0
649 |NAME * 2 Cam AB                    |** |04 39 58.037136 +53 28 23.61900        |     ~   |5.91     |5.56     |     ~   |     ~   |A9V                  |  12 |   0
650 |* 3 Cam                            |SB*|04 39 54.6810448896 +53 04 46.327454940|     ~   |6.158    |5.073    |     ~   |     ~   |G9III                | 100 |   0
651 |HD 29721                           |*  |04 43 21.5945231424 +49 58 25.636438704|5.61     |5.863    |5.856    |     ~   |     ~   |B9III                |  54 |   0
652 |HD 29526                           |PM*|04 41 24.1285097472 +48 18 03.165290280|     ~   |5.642    |5.652    |     ~   |     ~   |A0V                  |  64 |   0
653 |HD 30557                           |PM*|04 51 09.3214674576 +48 44 26.394386136|     ~   |6.646    |5.643    |     ~   |     ~   |G9III                |  53 |   0
654 |HD 31069                           |PM*|04 54 51.2429233200 +44 03 39.103253064|     ~   |6.022    |6.058    |     ~   |     ~   |A0V                  |  56 |   0
655 |HD 175824                          |PM*|18 54 47.1269593464 +48 51 33.852890016|     ~   |6.274    |5.836    |     ~   |     ~   |F3III                |  60 |   0
656 |* 16 Lyr                           |PM*|19 01 26.3826174888 +46 56 05.147482164|     ~   |5.189    |5.006    |     ~   |     ~   |A6IV                 |  90 |   0
657 |HD 177483                          |*  |19 02 07.0329656184 +52 15 39.804313428|     ~   |7.432    |6.389    |7.28     |     ~   |G8III                |  32 |   0
